,MouseID,Tissue,Treatment,Age,Class,Frequency
665,JW27-LB,Hi,NMN,Old,A>C/T>G,2.39855851430407e-08
666,JW29-R,Hi,NMN,Old,A>C/T>G,0.0
667,JW30-LF,Hi,NMN,Old,A>C/T>G,0.0
668,JW27-LB,K,NMN,Old,A>C/T>G,8.28710176302881e-08
669,JW29-R,K,NMN,Old,A>C/T>G,8.48082103031934e-09
670,JW30-LF,K,NMN,Old,A>C/T>G,2.33610331332803e-08
671,JW27-LB,L,NMN,Old,A>C/T>G,1.7167255123215e-07
672,JW29-R,L,NMN,Old,A>C/T>G,7.27154240794436e-08
673,JW30-LF,L,NMN,Old,A>C/T>G,1.59545406433736e-07
674,JW27-LB,M,NMN,Old,A>C/T>G,7.01006586573767e-09
675,JW29-R,M,NMN,Old,A>C/T>G,0.0
676,JW30-LF,M,NMN,Old,A>C/T>G,1.33858146506403e-08
677,JW27-LB,R,NMN,Old,A>C/T>G,1.41107183972753e-08
678,JW29-R,R,NMN,Old,A>C/T>G,0.0
679,JW30-LF,R,NMN,Old,A>C/T>G,0.0
680,YM13-MS,C,NT,Young,A>G/T>C,1.40485610992092e-07
681,YM14-MS,C,NT,Young,A>G/T>C,1.4700972327964e-07
682,YM3-MS,C,NT,Young,A>G/T>C,1.83010756314861e-07
683,YM5-MS,C,NT,Young,A>G/T>C,2.96608154619895e-07
684,YM7-MS,C,NT,Young,A>G/T>C,1.85088548695421e-07
685,YM13-MS,RC,NT,Young,A>G/T>C,1.8924364416404e-07
686,YM14-MS,RC,NT,Young,A>G/T>C,3.09312142069789e-07
687,YM3-MS,RC,NT,Young,A>G/T>C,3.16179991633275e-07
688,YM5-MS,RC,NT,Young,A>G/T>C,3.28371605285753e-07
689,YM7-MS,RC,NT,Young,A>G/T>C,2.61773464437512e-07
690,YM13-MS,He,NT,Young,A>G/T>C,1.7702046586712e-07
691,YM14-MS,He,NT,Young,A>G/T>C,1.23716769459219e-07
692,YM3-MS,He,NT,Young,A>G/T>C,1.11690062756412e-07
693,YM5-MS,He,NT,Young,A>G/T>C,1.71461648830083e-07
694,YM7-MS,He,NT,Young,A>G/T>C,2.6426321437633e-07
695,YM13-MS,Hi,NT,Young,A>G/T>C,7.53768370748511e-08
696,YM14-MS,Hi,NT,Young,A>G/T>C,1.2518224523048e-07
697,YM3-MS,Hi,NT,Young,A>G/T>C,1.05657359943773e-07
698,YM5-MS,Hi,NT,Young,A>G/T>C,1.16508327844153e-07
699,YM7-MS,Hi,NT,Young,A>G/T>C,1.90236261437187e-07
700,YM13-MS,K,NT,Young,A>G/T>C,3.63737091982893e-07
701,YM14-MS,K,NT,Young,A>G/T>C,3.33391036302959e-07
702,YM3-MS,K,NT,Young,A>G/T>C,3.45869024076731e-07
703,YM5-MS,K,NT,Young,A>G/T>C,2.31256201345272e-07
704,YM7-MS,K,NT,Young,A>G/T>C,4.07351330279177e-07
705,YM13-MS,L,NT,Young,A>G/T>C,3.16014765074707e-07
706,YM14-MS,L,NT,Young,A>G/T>C,2.99120720753597e-07
707,YM3-MS,L,NT,Young,A>G/T>C,4.88751600297527e-07
708,YM5-MS,L,NT,Young,A>G/T>C,3.08153981617151e-07
709,YM7-MS,L,NT,Young,A>G/T>C,1.86718705916881e-07
710,YM13-MS,M,NT,Young,A>G/T>C,2.87940952294442e-07
711,YM14-MS,M,NT,Young,A>G/T>C,2.53909324683229e-07
712,YM3-MS,M,NT,Young,A>G/T>C,2.46858553477448e-07
713,YM5-MS,M,NT,Young,A>G/T>C,1.90774214257257e-07
714,YM7-MS,M,NT,Young,A>G/T>C,1.10812577239829e-07
715,YM13-MS,R,NT,Young,A>G/T>C,1.11355763848574e-07
716,YM14-MS,R,NT,Young,A>G/T>C,2.32738048752826e-07
717,YM3-MS,R,NT,Young,A>G/T>C,1.0849016551115e-07
718,YM5-MS,R,NT,Young,A>G/T>C,1.324586119821e-07
719,YM7-MS,R,NT,Young,A>G/T>C,2.27957345351001e-07
720,JW24-LF,C,NT,Old,A>G/T>C,4.11226967760107e-07
721,JW24-NP,C,NT,Old,A>G/T>C,4.66984848073662e-07
722,JW24-R,C,NT,Old,A>G/T>C,5.20986012528656e-07
723,JW26-NP,C,NT,Old,A>G/T>C,3.16373855374512e-07
724,OM7-MS,C,NT,Old,A>G/T>C,3.34177623817196e-07
725,OM8-MS,C,NT,Old,A>G/T>C,4.2638806201397e-07
726,JW24-LF,RC,NT,Old,A>G/T>C,5.28822211928992e-07
727,JW24-NP,RC,NT,Old,A>G/T>C,8.11619862909766e-07
728,JW24-R,RC,NT,Old,A>G/T>C,6.81739901303477e-07
729,JW26-NP,RC,NT,Old,A>G/T>C,5.78286823978156e-07
730,OM7-MS,RC,NT,Old,A>G/T>C,1.14748952644033e-06
731,OM8-MS,RC,NT,Old,A>G/T>C,9.4366671453154e-07
732,JW24-LF,He,NT,Old,A>G/T>C,5.15049795691945e-07
733,JW24-NP,He,NT,Old,A>G/T>C,6.69545725921066e-07
734,JW24-R,He,NT,Old,A>G/T>C,5.25103850869683e-07
735,JW26-NP,He,NT,Old,A>G/T>C,6.12789611382897e-07
736,OM7-MS,He,NT,Old,A>G/T>C,6.48083428512368e-07
737,OM8-MS,He,NT,Old,A>G/T>C,4.49980957081395e-07
738,JW24-LF,Hi,NT,Old,A>G/T>C,5.24183610236238e-07
739,JW24-NP,Hi,NT,Old,A>G/T>C,5.91098077726885e-07
740,JW24-R,Hi,NT,Old,A>G/T>C,4.50751082772966e-07
741,JW26-NP,Hi,NT,Old,A>G/T>C,3.74256322037809e-07
742,OM7-MS,Hi,NT,Old,A>G/T>C,4.04564016838025e-07
743,OM8-MS,Hi,NT,Old,A>G/T>C,4.06372862370994e-07
744,JW24-LF,K,NT,Old,A>G/T>C,1.07456525414018e-06
745,JW24-NP,K,NT,Old,A>G/T>C,1.51777865763695e-06
746,JW24-R,K,NT,Old,A>G/T>C,1.1059096697774e-06
747,JW26-NP,K,NT,Old,A>G/T>C,1.02819377550548e-06
748,OM7-MS,K,NT,Old,A>G/T>C,1.345347452953e-06
749,OM8-MS,K,NT,Old,A>G/T>C,1.37670038075475e-06
750,JW24-LF,L,NT,Old,A>G/T>C,1.57049432507111e-06
751,JW24-NP,L,NT,Old,A>G/T>C,1.31582253994374e-06
752,JW24-R,L,NT,Old,A>G/T>C,1.19151202746405e-06
753,JW26-NP,L,NT,Old,A>G/T>C,1.27158058575911e-06
754,OM7-MS,L,NT,Old,A>G/T>C,1.29486823706053e-06
755,OM8-MS,L,NT,Old,A>G/T>C,1.58748067224721e-06
756,JW24-LF,M,NT,Old,A>G/T>C,5.76987000130568e-07
757,JW24-NP,M,NT,Old,A>G/T>C,5.99283303268007e-07
758,JW24-R,M,NT,Old,A>G/T>C,4.81020486030047e-07
759,JW26-NP,M,NT,Old,A>G/T>C,7.11237848900923e-07
760,OM7-MS,M,NT,Old,A>G/T>C,7.1114412190717e-07
761,OM8-MS,M,NT,Old,A>G/T>C,8.94368771270325e-07
762,JW24-LF,R,NT,Old,A>G/T>C,6.62399147889736e-07
763,JW24-NP,R,NT,Old,A>G/T>C,4.16808752139063e-07
764,JW24-R,R,NT,Old,A>G/T>C,4.33967927204947e-07
765,JW26-NP,R,NT,Old,A>G/T>C,4.18569520102402e-07
766,OM7-MS,R,NT,Old,A>G/T>C,4.72514389244439e-07
767,OM8-MS,R,NT,Old,A>G/T>C,3.61503092261301e-07
768,OM3-MS-P,B,perf,Old,A>G/T>C,1.95085967267773e-06
769,OM4-MS-P,B,perf,Old,A>G/T>C,2.37813754374658e-06
770,OM6-MS-P,B,perf,Old,A>G/T>C,2.00268975337327e-06
771,OM3-MS-P,C,perf,Old,A>G/T>C,4.17071148034035e-07
772,OM4-MS-P,C,perf,Old,A>G/T>C,5.9049020584826e-07
773,OM6-MS-P,C,perf,Old,A>G/T>C,5.00446484880251e-07
774,OM3-MS-P,Hi,perf,Old,A>G/T>C,3.24975284569906e-07
775,OM4-MS-P,Hi,perf,Old,A>G/T>C,5.14665698521223e-07
776,OM6-MS-P,Hi,perf,Old,A>G/T>C,2.39908987464697e-07
777,OM3-MS-P,K,perf,Old,A>G/T>C,1.5206191165064e-06
778,OM4-MS-P,K,perf,Old,A>G/T>C,1.06471037570908e-06
779,OM6-MS-P,K,perf,Old,A>G/T>C,1.49257505107666e-06
780,OM3-MS-P,L,perf,Old,A>G/T>C,1.54316111780128e-06
781,OM4-MS-P,L,perf,Old,A>G/T>C,1.60661265201608e-06
782,OM6-MS-P,L,perf,Old,A>G/T>C,1.66685461224112e-06
783,OM3-MS-P,M,perf,Old,A>G/T>C,9.22804943253343e-07
784,OM4-MS-P,M,perf,Old,A>G/T>C,7.52655405904802e-07
785,OM6-MS-P,M,perf,Old,A>G/T>C,5.04677384807735e-07
786,JW21-NP,C,SS31,Old,A>G/T>C,5.30695601785454e-07
787,JW21-R,C,SS31,Old,A>G/T>C,3.54654952650017e-07
788,JW22-LF,C,SS31,Old,A>G/T>C,4.19406576043468e-07
789,JW22-NP,C,SS31,Old,A>G/T>C,5.83902005227925e-07
790,JW55-RB,C,SS31,Old,A>G/T>C,3.71283501871733e-07
791,JW21-NP,RC,SS31,Old,A>G/T>C,7.94314680841657e-07
792,JW21-R,RC,SS31,Old,A>G/T>C,1.37667259266856e-06
793,JW22-LF,RC,SS31,Old,A>G/T>C,6.46949631624292e-07
794,JW22-NP,RC,SS31,Old,A>G/T>C,6.73555377107817e-07
795,JW55-RB,RC,SS31,Old,A>G/T>C,9.7589921219101e-07
796,JW21-NP,He,SS31,Old,A>G/T>C,6.12385455001713e-07
797,JW21-R,He,SS31,Old,A>G/T>C,6.03931369877243e-07
798,JW22-LF,He,SS31,Old,A>G/T>C,6.366878924117e-07
799,JW22-NP,He,SS31,Old,A>G/T>C,6.18484325916167e-07
800,JW55-RB,He,SS31,Old,A>G/T>C,4.6942928885268e-07
801,JW21-NP,Hi,SS31,Old,A>G/T>C,3.66094292187281e-07
802,JW21-R,Hi,SS31,Old,A>G/T>C,4.71523970831956e-07
803,JW22-LF,Hi,SS31,Old,A>G/T>C,4.28200334590551e-07
804,JW22-NP,Hi,SS31,Old,A>G/T>C,4.98012378465763e-07
805,JW55-RB,Hi,SS31,Old,A>G/T>C,3.76002866971049e-07
806,JW21-NP,K,SS31,Old,A>G/T>C,1.24690003909493e-06
807,JW21-R,K,SS31,Old,A>G/T>C,1.18371887952556e-06
808,JW22-LF,K,SS31,Old,A>G/T>C,1.2884772192041e-06
809,JW22-NP,K,SS31,Old,A>G/T>C,9.77935941442676e-07
810,JW55-RB,K,SS31,Old,A>G/T>C,9.51848468759039e-07
811,JW21-NP,L,SS31,Old,A>G/T>C,1.45064966516312e-06
812,JW21-R,L,SS31,Old,A>G/T>C,1.44611010714681e-06
813,JW22-LF,L,SS31,Old,A>G/T>C,1.57235215140568e-06
814,JW22-NP,L,SS31,Old,A>G/T>C,1.2871767553065e-06
815,JW55-RB,L,SS31,Old,A>G/T>C,1.66970968357697e-06
816,JW21-NP,M,SS31,Old,A>G/T>C,5.75027843577699e-07
817,JW21-R,M,SS31,Old,A>G/T>C,6.57635820159722e-07
818,JW22-LF,M,SS31,Old,A>G/T>C,6.6153695095534e-07
819,JW22-NP,M,SS31,Old,A>G/T>C,4.28616504933081e-07
820,JW55-RB,M,SS31,Old,A>G/T>C,5.8152573621004e-07
821,JW21-NP,R,SS31,Old,A>G/T>C,5.83624591185565e-07
822,JW21-R,R,SS31,Old,A>G/T>C,4.25303491255066e-07
823,JW22-LF,R,SS31,Old,A>G/T>C,3.22076359008354e-07
824,JW22-NP,R,SS31,Old,A>G/T>C,4.66600894604563e-07
825,JW55-RB,R,SS31,Old,A>G/T>C,5.58212277206165e-07
826,JW27-LB,C,NMN,Old,A>G/T>C,5.61584990062992e-07
827,JW29-R,C,NMN,Old,A>G/T>C,4.64561494211461e-07
828,JW30-LF,C,NMN,Old,A>G/T>C,3.52842398077388e-07
829,JW27-LB,RC,NMN,Old,A>G/T>C,9.56360650632625e-07
830,JW29-R,RC,NMN,Old,A>G/T>C,1.01050229621021e-06
831,JW30-LF,RC,NMN,Old,A>G/T>C,7.21101897782454e-07
832,JW27-LB,He,NMN,Old,A>G/T>C,5.02732006598096e-07
833,JW29-R,He,NMN,Old,A>G/T>C,5.86275092229733e-07
834,JW30-LF,He,NMN,Old,A>G/T>C,5.82403682700422e-07
835,JW27-LB,Hi,NMN,Old,A>G/T>C,5.51668458289937e-07
836,JW29-R,Hi,NMN,Old,A>G/T>C,4.87153803736532e-07
837,JW30-LF,Hi,NMN,Old,A>G/T>C,4.14461633783347e-07
838,JW27-LB,K,NMN,Old,A>G/T>C,1.47983960054086e-06
839,JW29-R,K,NMN,Old,A>G/T>C,1.35693136485109e-06
840,JW30-LF,K,NMN,Old,A>G/T>C,1.1914126897973e-06
841,JW27-LB,L,NMN,Old,A>G/T>C,1.38768645579321e-06
842,JW29-R,L,NMN,Old,A>G/T>C,1.42704019755908e-06
843,JW30-LF,L,NMN,Old,A>G/T>C,1.62064544430058e-06
844,JW27-LB,M,NMN,Old,A>G/T>C,4.41634149541473e-07
845,JW29-R,M,NMN,Old,A>G/T>C,6.43925041195105e-07
846,JW30-LF,M,NMN,Old,A>G/T>C,6.55904917881374e-07
847,JW27-LB,R,NMN,Old,A>G/T>C,3.52767959931881e-07
848,JW29-R,R,NMN,Old,A>G/T>C,4.75821161284232e-07
849,JW30-LF,R,NMN,Old,A>G/T>C,4.68034994274469e-07
850,YM13-MS,C,NT,Young,C>A/G>T,3.42540760466521e-07
851,YM14-MS,C,NT,Young,C>A/G>T,6.50663720053083e-07
852,YM3-MS,C,NT,Young,C>A/G>T,4.01830994590838e-07
853,YM5-MS,C,NT,Young,C>A/G>T,5.546354769255e-07
854,YM7-MS,C,NT,Young,C>A/G>T,3.89186984497515e-07
855,YM13-MS,RC,NT,Young,C>A/G>T,1.32539468020575e-06
856,YM14-MS,RC,NT,Young,C>A/G>T,3.30295133366767e-07
857,YM3-MS,RC,NT,Young,C>A/G>T,4.33210354257512e-07
858,YM5-MS,RC,NT,Young,C>A/G>T,1.20883211321664e-06
859,YM7-MS,RC,NT,Young,C>A/G>T,9.62005401269514e-07
860,YM13-MS,He,NT,Young,C>A/G>T,9.80127844311911e-07
861,YM14-MS,He,NT,Young,C>A/G>T,1.84740090576797e-06
862,YM3-MS,He,NT,Young,C>A/G>T,8.30410914049123e-07
863,YM5-MS,He,NT,Young,C>A/G>T,9.89259415913023e-07
864,YM7-MS,He,NT,Young,C>A/G>T,1.31239513020844e-06
865,YM13-MS,Hi,NT,Young,C>A/G>T,1.81218015990988e-07
866,YM14-MS,Hi,NT,Young,C>A/G>T,3.14534824707307e-07
867,YM3-MS,Hi,NT,Young,C>A/G>T,3.8512944529149e-07
868,YM5-MS,Hi,NT,Young,C>A/G>T,4.44334748617678e-07
869,YM7-MS,Hi,NT,Young,C>A/G>T,2.70611260405157e-07
870,YM13-MS,K,NT,Young,C>A/G>T,2.12096142285781e-06
871,YM14-MS,K,NT,Young,C>A/G>T,1.17580877336712e-06
872,YM3-MS,K,NT,Young,C>A/G>T,1.03569351019566e-06
873,YM5-MS,K,NT,Young,C>A/G>T,9.78042218659432e-07
874,YM7-MS,K,NT,Young,C>A/G>T,1.97037903496146e-06
875,YM13-MS,L,NT,Young,C>A/G>T,1.36548708353764e-06
876,YM14-MS,L,NT,Young,C>A/G>T,1.32840912089342e-06
877,YM3-MS,L,NT,Young,C>A/G>T,7.68518288161616e-07
878,YM5-MS,L,NT,Young,C>A/G>T,3.25280123923921e-07
879,YM7-MS,L,NT,Young,C>A/G>T,1.25112254594886e-06
880,YM13-MS,M,NT,Young,C>A/G>T,4.76438717191054e-07
881,YM14-MS,M,NT,Young,C>A/G>T,3.91209176595891e-07
882,YM3-MS,M,NT,Young,C>A/G>T,6.86541330849136e-07
883,YM5-MS,M,NT,Young,C>A/G>T,1.51791917748717e-06
884,YM7-MS,M,NT,Young,C>A/G>T,9.01655298757182e-07
885,YM13-MS,R,NT,Young,C>A/G>T,6.30657218608685e-08
886,YM14-MS,R,NT,Young,C>A/G>T,2.59983693822723e-07
887,YM3-MS,R,NT,Young,C>A/G>T,2.42642105623928e-07
888,YM5-MS,R,NT,Young,C>A/G>T,2.39156774666367e-07
889,YM7-MS,R,NT,Young,C>A/G>T,6.13933936717839e-07
890,JW24-LF,C,NT,Old,C>A/G>T,5.97750535986812e-07
891,JW24-NP,C,NT,Old,C>A/G>T,4.31931246670802e-07
892,JW24-R,C,NT,Old,C>A/G>T,6.18950090838326e-07
893,JW26-NP,C,NT,Old,C>A/G>T,5.5653736697624e-07
894,OM7-MS,C,NT,Old,C>A/G>T,3.58919182359132e-07
895,OM8-MS,C,NT,Old,C>A/G>T,3.83109388974813e-07
896,JW24-LF,RC,NT,Old,C>A/G>T,6.24407481900211e-07
897,JW24-NP,RC,NT,Old,C>A/G>T,1.34384012043818e-06
898,JW24-R,RC,NT,Old,C>A/G>T,2.28380662167662e-06
899,JW26-NP,RC,NT,Old,C>A/G>T,2.05792561519296e-06
900,OM7-MS,RC,NT,Old,C>A/G>T,8.12878350417835e-07
901,OM8-MS,RC,NT,Old,C>A/G>T,6.54846610084909e-07
902,JW24-LF,He,NT,Old,C>A/G>T,8.87920137401049e-07
903,JW24-NP,He,NT,Old,C>A/G>T,1.00464775702983e-06
904,JW24-R,He,NT,Old,C>A/G>T,1.16512891757122e-06
905,JW26-NP,He,NT,Old,C>A/G>T,9.33424252870291e-07
906,OM7-MS,He,NT,Old,C>A/G>T,4.6853559700006e-07
907,OM8-MS,He,NT,Old,C>A/G>T,1.34393594613755e-06
908,JW24-LF,Hi,NT,Old,C>A/G>T,3.16700076413394e-07
909,JW24-NP,Hi,NT,Old,C>A/G>T,7.58612767819545e-07
910,JW24-R,Hi,NT,Old,C>A/G>T,2.72782002716363e-07
911,JW26-NP,Hi,NT,Old,C>A/G>T,5.09690479154701e-07
912,OM7-MS,Hi,NT,Old,C>A/G>T,4.79961588674058e-07
913,OM8-MS,Hi,NT,Old,C>A/G>T,1.89451963044406e-07
914,JW24-LF,K,NT,Old,C>A/G>T,1.10898732197628e-06
915,JW24-NP,K,NT,Old,C>A/G>T,1.28211798546721e-06
916,JW24-R,K,NT,Old,C>A/G>T,1.46445598192861e-06
917,JW26-NP,K,NT,Old,C>A/G>T,1.34606623680006e-06
918,OM7-MS,K,NT,Old,C>A/G>T,1.59514586131431e-06
919,OM8-MS,K,NT,Old,C>A/G>T,1.63633515436618e-06
920,JW24-LF,L,NT,Old,C>A/G>T,1.79315186337617e-06
921,JW24-NP,L,NT,Old,C>A/G>T,1.87988636462903e-06
922,JW24-R,L,NT,Old,C>A/G>T,1.45651593665485e-06
923,JW26-NP,L,NT,Old,C>A/G>T,1.00065212010544e-06
924,OM7-MS,L,NT,Old,C>A/G>T,8.65865189892354e-07
925,OM8-MS,L,NT,Old,C>A/G>T,1.17738897990827e-06
926,JW24-LF,M,NT,Old,C>A/G>T,9.45046574257796e-07
927,JW24-NP,M,NT,Old,C>A/G>T,2.4315839804913e-07
928,JW24-R,M,NT,Old,C>A/G>T,2.12851254337036e-06
929,JW26-NP,M,NT,Old,C>A/G>T,1.27012421336803e-06
930,OM7-MS,M,NT,Old,C>A/G>T,7.05370627297267e-07
931,OM8-MS,M,NT,Old,C>A/G>T,8.92398817381932e-07
932,JW24-LF,R,NT,Old,C>A/G>T,4.70540819541573e-07
933,JW24-NP,R,NT,Old,C>A/G>T,3.26868603911039e-07
934,JW24-R,R,NT,Old,C>A/G>T,5.64913945827876e-07
935,JW26-NP,R,NT,Old,C>A/G>T,6.80708359971205e-07
936,OM7-MS,R,NT,Old,C>A/G>T,2.02952581211814e-07
937,OM8-MS,R,NT,Old,C>A/G>T,1.65806703291433e-07
938,OM3-MS-P,B,perf,Old,C>A/G>T,9.47263809540865e-07
939,OM4-MS-P,B,perf,Old,C>A/G>T,2.47324464552839e-07
940,OM6-MS-P,B,perf,Old,C>A/G>T,3.33951198709479e-07
941,OM3-MS-P,C,perf,Old,C>A/G>T,7.00066272443957e-07
942,OM4-MS-P,C,perf,Old,C>A/G>T,7.0489510174033e-07
943,OM6-MS-P,C,perf,Old,C>A/G>T,5.19856132414635e-07
944,OM3-MS-P,Hi,perf,Old,C>A/G>T,4.56919819806214e-07
945,OM4-MS-P,Hi,perf,Old,C>A/G>T,2.57502711664493e-07
946,OM6-MS-P,Hi,perf,Old,C>A/G>T,2.81047843603508e-07
947,OM3-MS-P,K,perf,Old,C>A/G>T,1.56787060018688e-06
948,OM4-MS-P,K,perf,Old,C>A/G>T,9.52681847033492e-07
949,OM6-MS-P,K,perf,Old,C>A/G>T,7.47057229514359e-07
950,OM3-MS-P,L,perf,Old,C>A/G>T,6.45835778169999e-07
951,OM4-MS-P,L,perf,Old,C>A/G>T,1.24243284514769e-06
952,OM6-MS-P,L,perf,Old,C>A/G>T,6.97924616464251e-07
953,OM3-MS-P,M,perf,Old,C>A/G>T,5.66257944493541e-07
954,OM4-MS-P,M,perf,Old,C>A/G>T,1.69934451089773e-07
955,OM6-MS-P,M,perf,Old,C>A/G>T,2.33142106292051e-07
956,JW21-NP,C,SS31,Old,C>A/G>T,7.85055809300929e-07
957,JW21-R,C,SS31,Old,C>A/G>T,3.57938080506216e-07
958,JW22-LF,C,SS31,Old,C>A/G>T,4.64686450107119e-07
959,JW22-NP,C,SS31,Old,C>A/G>T,6.68111757233787e-07
960,JW55-RB,C,SS31,Old,C>A/G>T,4.86097092856565e-07
961,JW21-NP,RC,SS31,Old,C>A/G>T,4.31878445220322e-07
962,JW21-R,RC,SS31,Old,C>A/G>T,2.4557438838254e-06
963,JW22-LF,RC,SS31,Old,C>A/G>T,7.00818567767462e-07
964,JW22-NP,RC,SS31,Old,C>A/G>T,1.03691028766609e-06
965,JW55-RB,RC,SS31,Old,C>A/G>T,3.85979053560062e-07
966,JW21-NP,He,SS31,Old,C>A/G>T,4.6371788207832e-07
967,JW21-R,He,SS31,Old,C>A/G>T,3.9118586273069e-07
968,JW22-LF,He,SS31,Old,C>A/G>T,6.2445268394893e-07
969,JW22-NP,He,SS31,Old,C>A/G>T,7.75820037141204e-07
970,JW55-RB,He,SS31,Old,C>A/G>T,4.76832750692618e-07
971,JW21-NP,Hi,SS31,Old,C>A/G>T,4.40944448583723e-07
972,JW21-R,Hi,SS31,Old,C>A/G>T,7.23842162886709e-07
973,JW22-LF,Hi,SS31,Old,C>A/G>T,5.05998324133551e-07
974,JW22-NP,Hi,SS31,Old,C>A/G>T,5.5214086423861e-07
975,JW55-RB,Hi,SS31,Old,C>A/G>T,6.00254304260503e-07
976,JW21-NP,K,SS31,Old,C>A/G>T,4.14239396403491e-07
977,JW21-R,K,SS31,Old,C>A/G>T,1.48494314564726e-06
978,JW22-LF,K,SS31,Old,C>A/G>T,1.15687840418357e-06
979,JW22-NP,K,SS31,Old,C>A/G>T,1.09951852083972e-06
980,JW55-RB,K,SS31,Old,C>A/G>T,1.58443207611045e-06
981,JW21-NP,L,SS31,Old,C>A/G>T,5.54880643439594e-07
982,JW21-R,L,SS31,Old,C>A/G>T,7.92892860792681e-07
983,JW22-LF,L,SS31,Old,C>A/G>T,2.07781561805764e-06
984,JW22-NP,L,SS31,Old,C>A/G>T,1.11117899934658e-06
985,JW55-RB,L,SS31,Old,C>A/G>T,3.30796783596714e-07
986,JW21-NP,M,SS31,Old,C>A/G>T,3.23895041635088e-07
987,JW21-R,M,SS31,Old,C>A/G>T,3.49691404488318e-07
988,JW22-LF,M,SS31,Old,C>A/G>T,6.25280993161699e-07
989,JW22-NP,M,SS31,Old,C>A/G>T,1.26917991236395e-06
990,JW55-RB,M,SS31,Old,C>A/G>T,4.92080126928043e-07
991,JW21-NP,R,SS31,Old,C>A/G>T,1.94564225748202e-07
992,JW21-R,R,SS31,Old,C>A/G>T,5.80432011676744e-07
993,JW22-LF,R,SS31,Old,C>A/G>T,3.33970214532447e-07
994,JW22-NP,R,SS31,Old,C>A/G>T,1.61098394630333e-07
995,JW55-RB,R,SS31,Old,C>A/G>T,2.05564737661301e-07
996,JW27-LB,C,NMN,Old,C>A/G>T,7.72453810631338e-07
997,JW29-R,C,NMN,Old,C>A/G>T,4.13567189824238e-07
998,JW30-LF,C,NMN,Old,C>A/G>T,7.50704128527703e-07
999,JW27-LB,RC,NMN,Old,C>A/G>T,1.96194359615362e-06
1000,JW29-R,RC,NMN,Old,C>A/G>T,8.09739357856536e-07
1001,JW30-LF,RC,NMN,Old,C>A/G>T,1.10037345651511e-06
1002,JW27-LB,He,NMN,Old,C>A/G>T,5.64280400092064e-07
1003,JW29-R,He,NMN,Old,C>A/G>T,3.97187654759969e-07
1004,JW30-LF,He,NMN,Old,C>A/G>T,4.34506266908027e-07
1005,JW27-LB,Hi,NMN,Old,C>A/G>T,2.83129337971208e-07
1006,JW29-R,Hi,NMN,Old,C>A/G>T,3.68223251151285e-07
1007,JW30-LF,Hi,NMN,Old,C>A/G>T,2.7893658562363e-07
1008,JW27-LB,K,NMN,Old,C>A/G>T,1.32288657269315e-06
1009,JW29-R,K,NMN,Old,C>A/G>T,6.25789941556022e-07
1010,JW30-LF,K,NMN,Old,C>A/G>T,6.36019113964422e-07
1011,JW27-LB,L,NMN,Old,C>A/G>T,5.2932856812508e-07
1012,JW29-R,L,NMN,Old,C>A/G>T,5.29624804909198e-07
1013,JW30-LF,L,NMN,Old,C>A/G>T,8.5226186470938e-07
1014,JW27-LB,M,NMN,Old,C>A/G>T,9.93925070096566e-07
1015,JW29-R,M,NMN,Old,C>A/G>T,2.82431608800795e-07
