,MouseID,Tissue,Treatment,Age,Class,Frequency
1016,JW30-LF,M,NMN,Old,C>A/G>T,5.05674158236983e-07
1017,JW27-LB,R,NMN,Old,C>A/G>T,1.44168205081578e-07
1018,JW29-R,R,NMN,Old,C>A/G>T,1.629685076862e-07
1019,JW30-LF,R,NMN,Old,C>A/G>T,4.01327611806236e-07
1020,YM13-MS,C,NT,Young,C>T/G>A,1.16463858558617e-06
1021,YM14-MS,C,NT,Young,C>T/G>A,1.18650443068503e-06
1022,YM3-MS,C,NT,Young,C>T/G>A,1.26289741157121e-06
1023,YM5-MS,C,NT,Young,C>T/G>A,1.16209338022486e-06
1024,YM7-MS,C,NT,Young,C>T/G>A,1.3065563050988e-06
1025,YM13-MS,RC,NT,Young,C>T/G>A,1.62793042242662e-06
1026,YM14-MS,RC,NT,Young,C>T/G>A,1.91571177352725e-06
1027,YM3-MS,RC,NT,Young,C>T/G>A,2.2934665813633e-06
1028,YM5-MS,RC,NT,Young,C>T/G>A,1.67178909274642e-06
1029,YM7-MS,RC,NT,Young,C>T/G>A,2.13444948406673e-06
1030,YM13-MS,He,NT,Young,C>T/G>A,9.41941045182875e-07
1031,YM14-MS,He,NT,Young,C>T/G>A,8.60240116426308e-07
1032,YM3-MS,He,NT,Young,C>T/G>A,5.88207730784795e-07
1033,YM5-MS,He,NT,Young,C>T/G>A,6.64912066433343e-07
1034,YM7-MS,He,NT,Young,C>T/G>A,1.00053886164406e-06
1035,YM13-MS,Hi,NT,Young,C>T/G>A,1.60507385592018e-06
1036,YM14-MS,Hi,NT,Young,C>T/G>A,1.96837922558766e-06
1037,YM3-MS,Hi,NT,Young,C>T/G>A,2.15219395898186e-06
1038,YM5-MS,Hi,NT,Young,C>T/G>A,1.97482110496746e-06
1039,YM7-MS,Hi,NT,Young,C>T/G>A,2.01728394120208e-06
1040,YM13-MS,K,NT,Young,C>T/G>A,2.94577975396918e-06
1041,YM14-MS,K,NT,Young,C>T/G>A,4.49486391844138e-06
1042,YM3-MS,K,NT,Young,C>T/G>A,4.09515594835985e-06
1043,YM5-MS,K,NT,Young,C>T/G>A,3.47554288416477e-06
1044,YM7-MS,K,NT,Young,C>T/G>A,3.21257451352412e-06
1045,YM13-MS,L,NT,Young,C>T/G>A,1.83487326850371e-06
1046,YM14-MS,L,NT,Young,C>T/G>A,2.07450191481986e-06
1047,YM3-MS,L,NT,Young,C>T/G>A,2.23406479116749e-06
1048,YM5-MS,L,NT,Young,C>T/G>A,2.73235304096093e-06
1049,YM7-MS,L,NT,Young,C>T/G>A,1.837091333292e-06
1050,YM13-MS,M,NT,Young,C>T/G>A,1.28145586003111e-06
1051,YM14-MS,M,NT,Young,C>T/G>A,1.17362752978767e-06
1052,YM3-MS,M,NT,Young,C>T/G>A,8.89383087690926e-07
1053,YM5-MS,M,NT,Young,C>T/G>A,1.14410326064332e-06
1054,YM7-MS,M,NT,Young,C>T/G>A,8.19686635233802e-07
1055,YM13-MS,R,NT,Young,C>T/G>A,1.66073067566954e-06
1056,YM14-MS,R,NT,Young,C>T/G>A,2.05987080490312e-06
1057,YM3-MS,R,NT,Young,C>T/G>A,2.66906316186321e-06
1058,YM5-MS,R,NT,Young,C>T/G>A,1.99297312221973e-06
1059,YM7-MS,R,NT,Young,C>T/G>A,2.14876877851244e-06
1060,JW24-LF,C,NT,Old,C>T/G>A,4.27621537282873e-06
1061,JW24-NP,C,NT,Old,C>T/G>A,2.99338398855579e-06
1062,JW24-R,C,NT,Old,C>T/G>A,4.22500714180945e-06
1063,JW26-NP,C,NT,Old,C>T/G>A,3.57774021627583e-06
1064,OM7-MS,C,NT,Old,C>T/G>A,3.70883155104436e-06
1065,OM8-MS,C,NT,Old,C>T/G>A,4.29082515651791e-06
1066,JW24-LF,RC,NT,Old,C>T/G>A,4.99525985520169e-06
1067,JW24-NP,RC,NT,Old,C>T/G>A,5.99352693715427e-06
1068,JW24-R,RC,NT,Old,C>T/G>A,6.80009836791352e-06
1069,JW26-NP,RC,NT,Old,C>T/G>A,7.90761968672571e-06
1070,OM7-MS,RC,NT,Old,C>T/G>A,9.3481010298051e-06
1071,OM8-MS,RC,NT,Old,C>T/G>A,9.41624263466921e-06
1072,JW24-LF,He,NT,Old,C>T/G>A,1.92892995366435e-06
1073,JW24-NP,He,NT,Old,C>T/G>A,2.15892390340453e-06
1074,JW24-R,He,NT,Old,C>T/G>A,2.5095084378457e-06
1075,JW26-NP,He,NT,Old,C>T/G>A,2.61960999999082e-06
1076,OM7-MS,He,NT,Old,C>T/G>A,2.14880118624166e-06
1077,OM8-MS,He,NT,Old,C>T/G>A,1.76586932457608e-06
1078,JW24-LF,Hi,NT,Old,C>T/G>A,6.48179489726081e-06
1079,JW24-NP,Hi,NT,Old,C>T/G>A,6.40079522847741e-06
1080,JW24-R,Hi,NT,Old,C>T/G>A,6.74776533035214e-06
1081,JW26-NP,Hi,NT,Old,C>T/G>A,7.06918534131955e-06
1082,OM7-MS,Hi,NT,Old,C>T/G>A,6.62946944356043e-06
1083,OM8-MS,Hi,NT,Old,C>T/G>A,6.46241696162583e-06
1084,JW24-LF,K,NT,Old,C>T/G>A,1.50419007671692e-05
1085,JW24-NP,K,NT,Old,C>T/G>A,1.34068386875398e-05
1086,JW24-R,K,NT,Old,C>T/G>A,1.13123918604051e-05
1087,JW26-NP,K,NT,Old,C>T/G>A,1.3546126890972e-05
1088,OM7-MS,K,NT,Old,C>T/G>A,1.52977103093257e-05
1089,OM8-MS,K,NT,Old,C>T/G>A,1.18165882139725e-05
1090,JW24-LF,L,NT,Old,C>T/G>A,8.94626853575721e-06
1091,JW24-NP,L,NT,Old,C>T/G>A,5.38367456763974e-06
1092,JW24-R,L,NT,Old,C>T/G>A,6.64718682500201e-06
1093,JW26-NP,L,NT,Old,C>T/G>A,6.3211926611539e-06
1094,OM7-MS,L,NT,Old,C>T/G>A,7.9319436145496e-06
1095,OM8-MS,L,NT,Old,C>T/G>A,8.7463181364614e-06
1096,JW24-LF,M,NT,Old,C>T/G>A,2.72138411661273e-06
1097,JW24-NP,M,NT,Old,C>T/G>A,2.86926909697974e-06
1098,JW24-R,M,NT,Old,C>T/G>A,3.07792101595282e-06
1099,JW26-NP,M,NT,Old,C>T/G>A,3.41431240152696e-06
1100,OM7-MS,M,NT,Old,C>T/G>A,2.80678728778704e-06
1101,OM8-MS,M,NT,Old,C>T/G>A,4.65720632821196e-06
1102,JW24-LF,R,NT,Old,C>T/G>A,7.24632862094022e-06
1103,JW24-NP,R,NT,Old,C>T/G>A,7.33119583057616e-06
1104,JW24-R,R,NT,Old,C>T/G>A,6.96173362652589e-06
1105,JW26-NP,R,NT,Old,C>T/G>A,7.95191129602726e-06
1106,OM7-MS,R,NT,Old,C>T/G>A,6.93421319140363e-06
1107,OM8-MS,R,NT,Old,C>T/G>A,6.82570928549733e-06
1108,OM3-MS-P,B,perf,Old,C>T/G>A,3.30046653640028e-06
1109,OM4-MS-P,B,perf,Old,C>T/G>A,3.99841217693757e-06
1110,OM6-MS-P,B,perf,Old,C>T/G>A,3.78080464253232e-06
1111,OM3-MS-P,C,perf,Old,C>T/G>A,2.85984519806893e-06
1112,OM4-MS-P,C,perf,Old,C>T/G>A,4.74629368505155e-06
1113,OM6-MS-P,C,perf,Old,C>T/G>A,4.35379510897257e-06
1114,OM3-MS-P,Hi,perf,Old,C>T/G>A,6.68545841611198e-06
1115,OM4-MS-P,Hi,perf,Old,C>T/G>A,7.61242391358158e-06
1116,OM6-MS-P,Hi,perf,Old,C>T/G>A,4.83402290998033e-06
1117,OM3-MS-P,K,perf,Old,C>T/G>A,1.14026952740864e-05
1118,OM4-MS-P,K,perf,Old,C>T/G>A,1.25102168860451e-05
1119,OM6-MS-P,K,perf,Old,C>T/G>A,1.82281964001503e-05
1120,OM3-MS-P,L,perf,Old,C>T/G>A,6.80027084073116e-06
1121,OM4-MS-P,L,perf,Old,C>T/G>A,7.45459707088616e-06
1122,OM6-MS-P,L,perf,Old,C>T/G>A,8.76283129560671e-06
1123,OM3-MS-P,M,perf,Old,C>T/G>A,3.14453879814498e-06
1124,OM4-MS-P,M,perf,Old,C>T/G>A,3.24763617638233e-06
1125,OM6-MS-P,M,perf,Old,C>T/G>A,3.35141777794823e-06
1126,JW21-NP,C,SS31,Old,C>T/G>A,3.96326561792243e-06
1127,JW21-R,C,SS31,Old,C>T/G>A,3.32882414870781e-06
1128,JW22-LF,C,SS31,Old,C>T/G>A,3.38188472022403e-06
1129,JW22-NP,C,SS31,Old,C>T/G>A,4.57129097054696e-06
1130,JW55-RB,C,SS31,Old,C>T/G>A,2.73981997791882e-06
1131,JW21-NP,RC,SS31,Old,C>T/G>A,7.14039029430932e-06
1132,JW21-R,RC,SS31,Old,C>T/G>A,9.10069792241178e-06
1133,JW22-LF,RC,SS31,Old,C>T/G>A,5.94235743919494e-06
1134,JW22-NP,RC,SS31,Old,C>T/G>A,6.40023936180103e-06
1135,JW55-RB,RC,SS31,Old,C>T/G>A,9.19916744318147e-06
1136,JW21-NP,He,SS31,Old,C>T/G>A,1.58436943043426e-06
1137,JW21-R,He,SS31,Old,C>T/G>A,1.97548860678999e-06
1138,JW22-LF,He,SS31,Old,C>T/G>A,2.07407498597323e-06
1139,JW22-NP,He,SS31,Old,C>T/G>A,1.88895313390902e-06
1140,JW55-RB,He,SS31,Old,C>T/G>A,1.7483867525396e-06
1141,JW21-NP,Hi,SS31,Old,C>T/G>A,5.63149052905498e-06
1142,JW21-R,Hi,SS31,Old,C>T/G>A,5.93550573567101e-06
1143,JW22-LF,Hi,SS31,Old,C>T/G>A,6.86397726650729e-06
1144,JW22-NP,Hi,SS31,Old,C>T/G>A,6.62569037086333e-06
1145,JW55-RB,Hi,SS31,Old,C>T/G>A,5.9503470161476e-06
1146,JW21-NP,K,SS31,Old,C>T/G>A,1.48337155283536e-05
1147,JW21-R,K,SS31,Old,C>T/G>A,1.04353971608948e-05
1148,JW22-LF,K,SS31,Old,C>T/G>A,1.2670572998201e-05
1149,JW22-NP,K,SS31,Old,C>T/G>A,1.25345111375729e-05
1150,JW55-RB,K,SS31,Old,C>T/G>A,8.65257233053226e-06
1151,JW21-NP,L,SS31,Old,C>T/G>A,8.32320965159391e-06
1152,JW21-R,L,SS31,Old,C>T/G>A,7.6499477865368e-06
1153,JW22-LF,L,SS31,Old,C>T/G>A,6.41845783386299e-06
1154,JW22-NP,L,SS31,Old,C>T/G>A,5.63306020502086e-06
1155,JW55-RB,L,SS31,Old,C>T/G>A,9.09691154890963e-06
1156,JW21-NP,M,SS31,Old,C>T/G>A,2.34087780090814e-06
1157,JW21-R,M,SS31,Old,C>T/G>A,2.8293213635873e-06
1158,JW22-LF,M,SS31,Old,C>T/G>A,2.65744422093722e-06
1159,JW22-NP,M,SS31,Old,C>T/G>A,2.45558722174765e-06
1160,JW55-RB,M,SS31,Old,C>T/G>A,2.68407341960751e-06
1161,JW21-NP,R,SS31,Old,C>T/G>A,9.33908283591368e-06
1162,JW21-R,R,SS31,Old,C>T/G>A,7.41663126031395e-06
1163,JW22-LF,R,SS31,Old,C>T/G>A,5.40424528970687e-06
1164,JW22-NP,R,SS31,Old,C>T/G>A,6.52448498252848e-06
1165,JW55-RB,R,SS31,Old,C>T/G>A,6.03846416880072e-06
1166,JW27-LB,C,NMN,Old,C>T/G>A,4.15810242744103e-06
1167,JW29-R,C,NMN,Old,C>T/G>A,4.25383395247788e-06
1168,JW30-LF,C,NMN,Old,C>T/G>A,3.76949307090506e-06
1169,JW27-LB,RC,NMN,Old,C>T/G>A,7.88280909168867e-06
1170,JW29-R,RC,NMN,Old,C>T/G>A,8.85315031256479e-06
1171,JW30-LF,RC,NMN,Old,C>T/G>A,6.55106057832251e-06
1172,JW27-LB,He,NMN,Old,C>T/G>A,1.5268763767197e-06
1173,JW29-R,He,NMN,Old,C>T/G>A,2.19980854943983e-06
1174,JW30-LF,He,NMN,Old,C>T/G>A,1.95527820108612e-06
1175,JW27-LB,Hi,NMN,Old,C>T/G>A,7.01756287685779e-06
1176,JW29-R,Hi,NMN,Old,C>T/G>A,6.92542960819148e-06
1177,JW30-LF,Hi,NMN,Old,C>T/G>A,6.2231714102927e-06
1178,JW27-LB,K,NMN,Old,C>T/G>A,1.57525262656076e-05
1179,JW29-R,K,NMN,Old,C>T/G>A,1.36218461696846e-05
1180,JW30-LF,K,NMN,Old,C>T/G>A,1.2150615156362e-05
1181,JW27-LB,L,NMN,Old,C>T/G>A,5.56998016004346e-06
1182,JW29-R,L,NMN,Old,C>T/G>A,7.41474726872878e-06
1183,JW30-LF,L,NMN,Old,C>T/G>A,7.64146654968241e-06
1184,JW27-LB,M,NMN,Old,C>T/G>A,2.51475017735276e-06
1185,JW29-R,M,NMN,Old,C>T/G>A,3.13242329760882e-06
1186,JW30-LF,M,NMN,Old,C>T/G>A,2.52837079118491e-06
1187,JW27-LB,R,NMN,Old,C>T/G>A,5.98298051088551e-06
1188,JW29-R,R,NMN,Old,C>T/G>A,7.03092704589035e-06
1189,JW30-LF,R,NMN,Old,C>T/G>A,6.8476523764439e-06
1190,YM13-MS,C,NT,Young,C>G/G>C,6.85081520933043e-08
1191,YM14-MS,C,NT,Young,C>G/G>C,3.25331860026541e-07
1192,YM3-MS,C,NT,Young,C>G/G>C,1.83694168955812e-07
1193,YM5-MS,C,NT,Young,C>G/G>C,5.01813050551643e-07
1194,YM7-MS,C,NT,Young,C>G/G>C,1.38995351606255e-07
1195,YM13-MS,RC,NT,Young,C>G/G>C,5.04226237034795e-07
1196,YM14-MS,RC,NT,Young,C>G/G>C,2.90659717362755e-07
1197,YM3-MS,RC,NT,Young,C>G/G>C,2.54829620151478e-07
1198,YM5-MS,RC,NT,Young,C>G/G>C,5.91556140510273e-07
1199,YM7-MS,RC,NT,Young,C>G/G>C,1.9540734713287e-07
1200,YM13-MS,He,NT,Young,C>G/G>C,8.14651714752757e-07
1201,YM14-MS,He,NT,Young,C>G/G>C,1.08587686827583e-06
1202,YM3-MS,He,NT,Young,C>G/G>C,4.5845602546462e-07
1203,YM5-MS,He,NT,Young,C>G/G>C,6.00042596537407e-07
1204,YM7-MS,He,NT,Young,C>G/G>C,9.22574794502962e-07
1205,YM13-MS,Hi,NT,Young,C>G/G>C,1.94162159990345e-07
1206,YM14-MS,Hi,NT,Young,C>G/G>C,2.02925693359553e-07
1207,YM3-MS,Hi,NT,Young,C>G/G>C,9.06186930097624e-08
1208,YM5-MS,Hi,NT,Young,C>G/G>C,1.35768950966513e-07
1209,YM7-MS,Hi,NT,Young,C>G/G>C,1.72207165712372e-07
1210,YM13-MS,K,NT,Young,C>G/G>C,1.28435997273056e-06
1211,YM14-MS,K,NT,Young,C>G/G>C,6.10229869722174e-07
1212,YM3-MS,K,NT,Young,C>G/G>C,3.92849262488008e-07
1213,YM5-MS,K,NT,Young,C>G/G>C,6.46206465899982e-07
1214,YM7-MS,K,NT,Young,C>G/G>C,5.56846249010848e-07
1215,YM13-MS,L,NT,Young,C>G/G>C,4.83610008752915e-07
1216,YM14-MS,L,NT,Young,C>G/G>C,4.18539860007516e-07
1217,YM3-MS,L,NT,Young,C>G/G>C,2.68087774940098e-07
1218,YM5-MS,L,NT,Young,C>G/G>C,1.30112049569568e-07
1219,YM7-MS,L,NT,Young,C>G/G>C,8.23523701130896e-07
1220,YM13-MS,M,NT,Young,C>G/G>C,4.76438717191054e-07
1221,YM14-MS,M,NT,Young,C>G/G>C,4.24741391732682e-07
1222,YM3-MS,M,NT,Young,C>G/G>C,7.80160603237654e-08
1223,YM5-MS,M,NT,Young,C>G/G>C,1.13277550558744e-07
1224,YM7-MS,M,NT,Young,C>G/G>C,0.0
1225,YM13-MS,R,NT,Young,C>G/G>C,1.26131443721737e-07
1226,YM14-MS,R,NT,Young,C>G/G>C,2.19986202465381e-07
1227,YM3-MS,R,NT,Young,C>G/G>C,6.06605264059821e-08
1228,YM5-MS,R,NT,Young,C>G/G>C,2.25870287184902e-07
1229,YM7-MS,R,NT,Young,C>G/G>C,3.83708710448649e-07
1230,JW24-LF,C,NT,Old,C>G/G>C,4.5980810460524e-07
1231,JW24-NP,C,NT,Old,C>G/G>C,1.50673690699117e-07
1232,JW24-R,C,NT,Old,C>G/G>C,4.17118539478003e-07
1233,JW26-NP,C,NT,Old,C>G/G>C,6.2014163748781e-07
1234,OM7-MS,C,NT,Old,C>G/G>C,2.15351509415479e-07
1235,OM8-MS,C,NT,Old,C>G/G>C,3.0648751117985e-07
1236,JW24-LF,RC,NT,Old,C>G/G>C,2.23002672107218e-08
1237,JW24-NP,RC,NT,Old,C>G/G>C,5.91289652992798e-07
1238,JW24-R,RC,NT,Old,C>G/G>C,4.61893474046956e-07
1239,JW26-NP,RC,NT,Old,C>G/G>C,5.18532438473817e-07
1240,OM7-MS,RC,NT,Old,C>G/G>C,1.01609793802229e-07
1241,OM8-MS,RC,NT,Old,C>G/G>C,4.06456516604426e-07
1242,JW24-LF,He,NT,Old,C>G/G>C,5.05195940245424e-07
1243,JW24-NP,He,NT,Old,C>G/G>C,4.70260652226729e-07
1244,JW24-R,He,NT,Old,C>G/G>C,1.79250602703264e-07
1245,JW26-NP,He,NT,Old,C>G/G>C,3.01104597700094e-07
1246,OM7-MS,He,NT,Old,C>G/G>C,2.10033198655199e-07
1247,OM8-MS,He,NT,Old,C>G/G>C,1.25017297315121e-06
1248,JW24-LF,Hi,NT,Old,C>G/G>C,4.22266768551193e-08
1249,JW24-NP,Hi,NT,Old,C>G/G>C,1.89653191954886e-07
1250,JW24-R,Hi,NT,Old,C>G/G>C,2.15354212670813e-07
1251,JW26-NP,Hi,NT,Old,C>G/G>C,2.88085923000483e-07
1252,OM7-MS,Hi,NT,Old,C>G/G>C,1.19990397168515e-07
1253,OM8-MS,Hi,NT,Old,C>G/G>C,1.47351526812315e-07
1254,JW24-LF,K,NT,Old,C>G/G>C,7.86372828310454e-07
1255,JW24-NP,K,NT,Old,C>G/G>C,8.07259472331205e-07
1256,JW24-R,K,NT,Old,C>G/G>C,8.59571989392882e-07
1257,JW26-NP,K,NT,Old,C>G/G>C,5.98251660800026e-07
1258,OM7-MS,K,NT,Old,C>G/G>C,3.92248982290403e-07
1259,OM8-MS,K,NT,Old,C>G/G>C,9.36833103644757e-07
1260,JW24-LF,L,NT,Old,C>G/G>C,5.2625109033866e-07
1261,JW24-NP,L,NT,Old,C>G/G>C,7.83952611632532e-07
1262,JW24-R,L,NT,Old,C>G/G>C,4.692131876472e-07
1263,JW26-NP,L,NT,Old,C>G/G>C,2.92873791250374e-07
1264,OM7-MS,L,NT,Old,C>G/G>C,4.79318230118982e-07
1265,OM8-MS,L,NT,Old,C>G/G>C,4.08481890988582e-07
1266,JW24-LF,M,NT,Old,C>G/G>C,2.53762506050704e-07
1267,JW24-NP,M,NT,Old,C>G/G>C,1.45895038829478e-07
1268,JW24-R,M,NT,Old,C>G/G>C,1.31692142971116e-06
1269,JW26-NP,M,NT,Old,C>G/G>C,6.14576232274853e-07
1270,OM7-MS,M,NT,Old,C>G/G>C,4.26161420658766e-07
1271,OM8-MS,M,NT,Old,C>G/G>C,5.01974334777337e-07
1272,JW24-LF,R,NT,Old,C>G/G>C,2.82324491724944e-07
1273,JW24-NP,R,NT,Old,C>G/G>C,9.33910296888683e-08
1274,JW24-R,R,NT,Old,C>G/G>C,3.32302321075221e-07
1275,JW26-NP,R,NT,Old,C>G/G>C,6.49767070881605e-07
1276,OM7-MS,R,NT,Old,C>G/G>C,2.36778011413783e-07
1277,OM8-MS,R,NT,Old,C>G/G>C,2.90161730760008e-07
1278,OM3-MS-P,B,perf,Old,C>G/G>C,4.58675107777682e-07
1279,OM4-MS-P,B,perf,Old,C>G/G>C,1.2366223227642e-07
1280,OM6-MS-P,B,perf,Old,C>G/G>C,2.02756084930755e-07
1281,OM3-MS-P,C,perf,Old,C>G/G>C,2.53215460245687e-07
1282,OM4-MS-P,C,perf,Old,C>G/G>C,7.51888108523018e-07
1283,OM6-MS-P,C,perf,Old,C>G/G>C,4.8736512413872e-07
1284,OM3-MS-P,Hi,perf,Old,C>G/G>C,1.44290469412489e-07
1285,OM4-MS-P,Hi,perf,Old,C>G/G>C,1.28751355832247e-07
1286,OM6-MS-P,Hi,perf,Old,C>G/G>C,1.8268109834228e-07
1287,OM3-MS-P,K,perf,Old,C>G/G>C,8.39365068786918e-07
1288,OM4-MS-P,K,perf,Old,C>G/G>C,4.01129198750944e-07
1289,OM6-MS-P,K,perf,Old,C>G/G>C,5.97645783611487e-07
1290,OM3-MS-P,L,perf,Old,C>G/G>C,3.98898568869705e-07
1291,OM4-MS-P,L,perf,Old,C>G/G>C,5.66935375941181e-07
1292,OM6-MS-P,L,perf,Old,C>G/G>C,3.10188718428556e-07
1293,OM3-MS-P,M,perf,Old,C>G/G>C,2.28912786071857e-07
1294,OM4-MS-P,M,perf,Old,C>G/G>C,5.66448170299244e-08
1295,OM6-MS-P,M,perf,Old,C>G/G>C,1.74856579719038e-07
1296,JW21-NP,C,SS31,Old,C>G/G>C,4.81163237958634e-07
1297,JW21-R,C,SS31,Old,C>G/G>C,2.86350464404973e-07
1298,JW22-LF,C,SS31,Old,C>G/G>C,3.09790966738079e-07
1299,JW22-NP,C,SS31,Old,C>G/G>C,3.86801543661666e-07
1300,JW55-RB,C,SS31,Old,C>G/G>C,2.65143868830853e-07
1301,JW21-NP,RC,SS31,Old,C>G/G>C,8.63756890440644e-08
1302,JW21-R,RC,SS31,Old,C>G/G>C,5.77822090311859e-07
1303,JW22-LF,RC,SS31,Old,C>G/G>C,1.31403481456399e-07
1304,JW22-NP,RC,SS31,Old,C>G/G>C,5.18455143833044e-07
1305,JW55-RB,RC,SS31,Old,C>G/G>C,1.60824605650026e-07
1306,JW21-NP,He,SS31,Old,C>G/G>C,9.01673659596734e-08
1307,JW21-R,He,SS31,Old,C>G/G>C,1.76033638228811e-07
1308,JW22-LF,He,SS31,Old,C>G/G>C,1.33811289417628e-07
1309,JW22-NP,He,SS31,Old,C>G/G>C,3.62611539098606e-07
1310,JW55-RB,He,SS31,Old,C>G/G>C,1.10038327082912e-07
1311,JW21-NP,Hi,SS31,Old,C>G/G>C,7.55904769000668e-08
1312,JW21-R,Hi,SS31,Old,C>G/G>C,2.53344757010348e-07
1313,JW22-LF,Hi,SS31,Old,C>G/G>C,6.5999781408724e-08
1314,JW22-NP,Hi,SS31,Old,C>G/G>C,2.33126142678524e-07
1315,JW55-RB,Hi,SS31,Old,C>G/G>C,1.73986754858117e-07
1316,JW21-NP,K,SS31,Old,C>G/G>C,3.15610968688374e-07
1317,JW21-R,K,SS31,Old,C>G/G>C,7.09835459732483e-07
1318,JW22-LF,K,SS31,Old,C>G/G>C,7.89615418728466e-07
1319,JW22-NP,K,SS31,Old,C>G/G>C,4.83788149169479e-07
1320,JW55-RB,K,SS31,Old,C>G/G>C,5.5061823921569e-07
1321,JW21-NP,L,SS31,Old,C>G/G>C,2.77440321719797e-07
1322,JW21-R,L,SS31,Old,C>G/G>C,3.6708002814476e-07
1323,JW22-LF,L,SS31,Old,C>G/G>C,9.60633933006101e-07
1324,JW22-NP,L,SS31,Old,C>G/G>C,6.48187749618839e-07
1325,JW55-RB,L,SS31,Old,C>G/G>C,8.26991958991784e-08
1326,JW21-NP,M,SS31,Old,C>G/G>C,1.61947520817544e-07
1327,JW21-R,M,SS31,Old,C>G/G>C,3.49691404488318e-07
1328,JW22-LF,M,SS31,Old,C>G/G>C,3.12640496580849e-07
1329,JW22-NP,M,SS31,Old,C>G/G>C,6.89771691502149e-07
1330,JW55-RB,M,SS31,Old,C>G/G>C,1.19292151982556e-07
1331,JW21-NP,R,SS31,Old,C>G/G>C,3.89128451496403e-07
1332,JW21-R,R,SS31,Old,C>G/G>C,3.86954674451163e-07
1333,JW22-LF,R,SS31,Old,C>G/G>C,1.51804642969294e-07
1334,JW22-NP,R,SS31,Old,C>G/G>C,1.61098394630333e-07
1335,JW55-RB,R,SS31,Old,C>G/G>C,2.69803718180458e-07
1336,JW27-LB,C,NMN,Old,C>G/G>C,2.95833374284342e-07
1337,JW29-R,C,NMN,Old,C>G/G>C,1.47702567794371e-07
1338,JW30-LF,C,NMN,Old,C>G/G>C,3.19448565330937e-07
1339,JW27-LB,RC,NMN,Old,C>G/G>C,2.10208242445031e-07
1340,JW29-R,RC,NMN,Old,C>G/G>C,3.59884159047349e-07
1341,JW30-LF,RC,NMN,Old,C>G/G>C,5.88571848833663e-07
1342,JW27-LB,He,NMN,Old,C>G/G>C,1.32771858845192e-07
1343,JW29-R,He,NMN,Old,C>G/G>C,2.5969962041998e-07
1344,JW30-LF,He,NMN,Old,C>G/G>C,5.18993596584588e-07
1345,JW27-LB,Hi,NMN,Old,C>G/G>C,6.06705724224016e-08
1346,JW29-R,Hi,NMN,Old,C>G/G>C,2.54923789258582e-07
1347,JW30-LF,Hi,NMN,Old,C>G/G>C,1.63514550193162e-07
1348,JW27-LB,K,NMN,Old,C>G/G>C,5.49506730195615e-07
1349,JW29-R,K,NMN,Old,C>G/G>C,3.34724852460198e-07
1350,JW30-LF,K,NMN,Old,C>G/G>C,2.12006371321474e-07
1351,JW27-LB,L,NMN,Old,C>G/G>C,3.60905841903464e-07
1352,JW29-R,L,NMN,Old,C>G/G>C,1.7134920158827e-07
1353,JW30-LF,L,NMN,Old,C>G/G>C,3.17792559722142e-07
1354,JW27-LB,M,NMN,Old,C>G/G>C,2.27525016046202e-07
1355,JW29-R,M,NMN,Old,C>G/G>C,1.54053604800434e-07
1356,JW30-LF,M,NMN,Old,C>G/G>C,6.89555670323158e-08
1357,JW27-LB,R,NMN,Old,C>G/G>C,1.44168205081578e-07
1358,JW29-R,R,NMN,Old,C>G/G>C,1.39687292302457e-07
1359,JW30-LF,R,NMN,Old,C>G/G>C,3.26078684592566e-07
